"X1","X2","X3","X4","X5","Y"
-1.57627817581635,-2.50190667305518,0.446681740106182,1.34004522031855,-2.28306092382812,7.77761929104675
-0.00495531292261296,-1.71580992178261,-0.026289462529751,-0.0788683875892529,-4.38640246674121,0.552304858924934
2.04462025379525,-4.10922830615342,3.55569409388787,10.6670822816636,-2.89780222034446,-8.70274725271091
-0.766521344944359,-2.21034994117768,-0.850083004424935,-2.55024901327481,3.73490385174979,3.31256710083306
-0.0943086700602461,-1.94321104343073,1.32088520526262,3.96265561578787,-4.57647748514919,1.87774590848244
2.06773880771727,-0.041967242531367,2.759869779746,8.27960933923801,-1.73425448301229,-6.13425061431882
0.922042941131325,-1.69307218915089,2.3643632783157,7.09308983494711,1.59867406546803,-2.64892516866856
-0.0499560518232999,-0.43919315672311,1.00375574559619,3.01126723678858,0.762759646286402,2.7503390612138
0.599177896563502,-0.0229737453209871,-2.43657281625638,-7.30971844876915,-0.789896792819172,-2.94316273124142
1.28695181667495,-2.22451127542884,-1.83917366294296,-5.51752098882888,0.631188101505455,-7.75435260017747
0.172353323934703,-1.98092816253073,3.4146417220285,10.2439251660855,0.732153606506656,2.2221945567196
0.318991933476698,-3.40014053374037,-0.0879670929611089,-0.263901278883327,0.262456332464922,-2.54431806705982
-0.502060126427032,-0.82386542806979,4.69316130686015,14.0794839205805,2.12079415453242,7.19116227259009
-0.916230095972588,-2.01798561253304,4.60546619110425,13.8163985733128,-1.4121059620648,8.03770619211313
1.17512008728989,-1.48092121514831,0.481926489440281,1.44577946832084,1.12465226275214,-5.11672781105438
1.86823887574226,-1.1872278081874,0.98481624726987,2.95444874180961,0.596188511861278,-7.52018889628731
-0.0500188306827628,-1.52514885491032,-2.61649844703351,-7.84949534110052,-2.28613630583939,-1.67550130221006
-0.513235004048648,-3.13384682323619,0.4306481157982,1.2919443473946,0.464861946541007,1.90894254696939
1.89567241891167,-0.248275260300941,1.70795938580478,5.12387815741434,-1.24422493172549,-6.36682361719869
0.0261047664219193,3.65192388859855,-1.54549496567996,-4.63648489703989,0.951103174985208,4.0413481483158
1.8312239273926,0.179902915381782,2.16536334277716,6.49609002833147,-2.65727664355803,-5.63249705065167
0.45060091199972,-3.77413796339577,0.752086464131519,2.25625939239456,0.749399660183196,-2.77720056663695
1.462607313647,-0.877053726235426,-1.12723526265444,-3.38170578796331,-1.19984680349724,-6.97913338481104
-1.45381472276141,-1.25511175869789,-2.43958897729842,-7.31876693189526,4.52937153861265,6.12738795015282
1.7576503938391,-1.94668422790928,3.5720354574731,10.7161063724193,2.48272155150296,-6.36708696749405
-0.804982440066221,-0.900024939921472,0.288659321416411,0.865977964249232,-0.39850465418968,5.62952805908706
0.232622012993008,-2.74343703904394,1.7932327001266,5.37969810037979,-5.61782426299576,-0.0854939922736394
0.616118249831642,-1.36627694751422,0.975472193633037,2.92641658089911,-1.07422715992526,-1.16337531119569
0.599973812543254,-2.70025076198007,0.629356986294304,1.88807095888291,-1.08317619202652,-3.11398806865442
